cve_ent,cve_mun,nomgeo,name,main_category,sub_category,sub_sub_category,business_category,naics_code,sic_code,parent_chain_path,chain_uuid_path,phone,address,address2,neighborhood,city,state,postal_code,country_code,country,latitude,longitude,data_quality_confidence_score,open_closed_status,open_closed_status_confidence_score,opened_on,closed_on,popularity_score,historical_popularity_scores,sentiment_score,historical_sentiment_scores,number_of_reviews,average_stars,website,monday_open,monday_close,tuesday_open,tuesday_close,wednesday_open,wednesday_close,thursday_open,thursday_close,friday_open,friday_close,saturday_open,saturday_close,sunday_open,sunday_close,place_attributes,validity_score,load_date,geometry_coords,chain_name_clean,chain_classification,classification_reason
15,33,Ecatepec de Morelos,Farmacia,healthcare,specialties,,family_practice_physician,621111.0,8031.0,,,,Av Insurgentes 4,,"Manzana 220, Fraccionamiento Las Americas, The Americas",Ecatepec de Morelos,Estado de México,55076,mx,Mexico,19.5865,-99.0023,0.7247058823529412,open,0.3,2025-07-08,,0.001,,,,,,,,,,,,,,,,,,,,,{},0.3,2025-11-18,POINT (-99.00230737 19.5865414),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia Homeopática Médica Lefranc,healthcare,specialties,,homeopathic_pharmacy,621610.0,8082.0,,,525528577011.0,"Rio Guadalquivir, Río Churubusco 4",,Jardines de Morelos Sección Ríos,Ecatepec de Morelos,Estado de México,55070,mx,Mexico,19.6003,-99.0011,0.7015176470588235,open,0.006,2024-05-08,,0.001,"{""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,,,,,,,,,,,,,,,"{""service_delivery"":true,""service_same_day_delivery"":true}",0.0,2025-11-18,POINT (-99.00108748 19.60029212),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia Genéricos,retail,,,drugstore,456110.0,,,,,"Av. Independencia. 2B Loc. 4 esquina Mariano Abasolo, Fraccionamiento Las Americas",,"Las Américas II, Fraccionamiento Las Américas",Ecatepec de Morelos,Estado de México,55070,mx,Mexico,19.5875,-99.0157,0.7658941176470588,open,0.302,,,0.003,"{""2024-11"":0.0,""2024-12"":0.005,""2025-01"":0.005,""2025-02"":0.005,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true}",0.421,2025-11-18,POINT (-99.01570146 19.5874526),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia villicana,convenience_and_grocery_stores,consumer_goods,,convenience_store,457110.0,,,,14383830123.0,Morelos 187,,"Jardines de Morelos 5ta. Sección, Fraccionamiento Las Américas",Ecatepec de Morelos,Estado de México,58500,mx,Mexico,19.5951,-99.0239,0.7001,open,0.0,,,,,,,,,,,,,,,,,,,,,,,,{},0.035,2025-11-18,POINT (-99.02386565 19.59508468),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia Chelis,healthcare,hospitals_clinics,,occupational_health_service,621999.0,8099.0,,,,Chetumal 30A,,"Las Américas II, Fraccionamiento Las Américas",Ecatepec de Morelos,Estado de México,55070,mx,Mexico,19.5912,-99.0122,0.7657999999999999,open,0.299,,,0.001,"{""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0}",,,,,,,,,,,,,,,,,,,,"{""new_patients_accepted"":true}",0.3,2025-11-18,POINT (-99.01224611 19.59120013),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia Sagrado Corazon,retail,,,drugstore,456110.0,,,,525563430181.0,Vía Adolfo López Mateos 148,,Colonia Hogar del Transportista,Ecatepec de Morelos,Estado de México,55100,mx,Mexico,19.5535,-99.0284,0.774602009245079,open,0.301,2017-08-06,,0.003,"{""2021-12"":0.0,""2022-01"":0.0,""2022-02"":0.0,""2022-03"":0.0,""2022-04"":0.0,""2022-05"":0.0,""2022-06"":0.0,""2022-07"":0.0,""2022-08"":0.0,""2022-09"":0.0,""2022-10"":0.0,""2022-11"":0.0,""2022-12"":0.0,""2023-01"":0.0,""2023-02"":0.0,""2023-03"":0.0,""2023-04"":0.0,""2023-05"":0.0,""2023-06"":0.0,""2023-07"":0.0,""2023-08"":0.0,""2023-09"":0.0,""2023-10"":0.0,""2023-11"":0.0,""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0}",1.0,"{""2021-11"":1.0,""2021-12"":1.0,""2022-01"":1.0,""2022-02"":1.0,""2022-03"":1.0,""2022-04"":1.0,""2022-05"":1.0,""2022-06"":1.0,""2022-07"":1.0,""2022-08"":1.0,""2022-09"":1.0,""2022-10"":1.0,""2022-11"":1.0,""2022-12"":1.0,""2023-01"":1.0,""2023-02"":1.0,""2023-03"":1.0,""2023-04"":1.0,""2023-05"":1.0,""2023-06"":1.0,""2023-07"":1.0,""2023-08"":1.0,""2023-09"":1.0,""2023-10"":1.0,""2023-11"":1.0,""2023-12"":1.0,""2024-01"":1.0,""2024-02"":1.0,""2024-03"":1.0,""2024-04"":1.0,""2024-05"":1.0,""2024-06"":1.0,""2024-07"":1.0,""2024-08"":1.0,""2024-09"":1.0,""2024-10"":1.0,""2024-11"":0.04,""2024-12"":0.04,""2025-01"":0.04,""2025-02"":1.0,""2025-03"":0.04,""2025-04"":1.0,""2025-05"":1.0,""2025-06"":1.0}",1.0,5.0,http://business.google.com/website/farmacia-sagrado-corazon,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,19:00,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.797,2025-11-18,POINT (-99.02840872 19.55348699),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia Farmasi - Stanza Toscana,dining,diner,,fast_food_restaurant,722511.0,5812.0,,,525573443352.0,Cerro De La Silla MZ 013,,"Colonia Sagitario, Sagitario III",Ecatepec de Morelos,Estado de México,55238,mx,Mexico,19.4961,-99.0181,0.7860947330266639,open,0.305,2024-01-01,,0.03,"{""2024-05"":0.0,""2024-06"":0.0022,""2024-07"":0.0194,""2024-08"":0.0709,""2024-09"":0.1042,""2024-10"":0.1042,""2024-11"":0.1042,""2024-12"":0.0816,""2025-01"":0.042,""2025-02"":0.005,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",0.9216,"{""2024-02"":0.64,""2024-03"":0.64,""2024-04"":0.64,""2024-05"":0.64,""2024-06"":0.7212,""2024-07"":0.8024,""2024-08"":0.8836,""2024-09"":0.8963,""2024-10"":0.9089,""2024-11"":0.9216,""2024-12"":0.9216,""2025-01"":0.9216,""2025-02"":0.9216,""2025-03"":0.9216,""2025-04"":0.9216,""2025-05"":0.9216,""2025-06"":0.9216,""2025-07"":0.9216}",4.0,4.8,,,,,,,,,,,,,,08:00,17:00,"{""service_quick_bite"":true,""service_takeout"":true,""environment_casual"":true,""service_dine_in"":true,""children_friendly"":true,""group_friendly"":true}",0.902,2025-11-18,POINT (-99.01809201 19.49611127),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia y consultorio La colonia,healthcare,specialties,,health_consultant,621399.0,8093.0,,,,C. Juan Aldama 520,,Colonia Arboledas,Ecatepec de Morelos,Estado de México,55310,mx,Mexico,19.5428,-99.0748,0.7792936812311522,open,0.297,2024-05-04,,0.006,"{""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",0.04,"{""2025-05"":0.04,""2025-06"":0.04,""2025-07"":0.04}",2.0,1.0,,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,{},0.682,2025-11-18,POINT (-99.07483422 19.54276468),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia y Consultorio Medico La Colonia,professional_services,licensed_professional,,podiatrist,621391.0,8043.0,,,,Canales 520,,Colonia Arboledas,Ecatepec de Morelos,Estado de México,55310,mx,Mexico,19.5428,-99.0747,0.7103642694664463,open,0.001,,,0.003,,1.0,"{""2023-09"":1.0,""2023-10"":1.0,""2023-11"":1.0,""2023-12"":1.0,""2024-01"":1.0,""2024-02"":1.0,""2024-03"":1.0,""2024-04"":1.0,""2024-05"":1.0,""2024-06"":1.0,""2024-07"":1.0,""2024-08"":1.0,""2024-09"":1.0,""2024-10"":1.0,""2024-11"":1.0,""2024-12"":1.0,""2025-01"":1.0,""2025-02"":1.0,""2025-03"":1.0,""2025-04"":1.0,""2025-05"":1.0,""2025-06"":1.0,""2025-07"":1.0}",2.0,5.0,,09:00,18:30,09:00,18:30,09:00,18:30,09:00,18:30,09:00,18:30,08:30,18:00,08:30,15:00,{},0.0,2025-11-18,POINT (-99.07471634 19.54282337),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia Homeopática Hering Suc,healthcare,specialties,,homeopathic_pharmacy,621610.0,8082.0,,,525585876365.0,C. Juan Aldama 1,,Colonia Arboledas,Ecatepec de Morelos,Estado de México,55310,mx,Mexico,19.5396,-99.076,0.7797054459370345,open,0.302,2020-12-30,,0.106,"{""2024-08"":0.0,""2024-09"":0.0002,""2024-10"":0.0018,""2024-11"":0.0071,""2024-12"":0.0158,""2025-01"":0.298,""2025-02"":0.4127,""2025-03"":0.3915,""2025-04"":0.0871,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",1.0,"{""2024-05"":1.0,""2024-06"":1.0,""2024-07"":1.0,""2024-08"":1.0,""2024-09"":1.0,""2024-10"":1.0,""2024-11"":1.0,""2024-12"":1.0,""2025-01"":1.0,""2025-02"":1.0,""2025-03"":1.0,""2025-04"":1.0,""2025-05"":1.0,""2025-06"":1.0,""2025-07"":1.0}",2.0,5.0,,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,10:00,17:00,,,"{""feature_quick_visit"":true,""service_delivery"":true}",0.931,2025-11-18,POINT (-99.07596489 19.53962241),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia y Dental,healthcare,specialties,,homeopathic_pharmacy,621610.0,8082.0,,,525534143329.0,Av Quinto Sol 420,,Ciudad Azteca 1a. Sección,Ecatepec de Morelos,Estado de México,55120,mx,Mexico,19.5438,-99.0345,0.7657999999999999,open,0.301,,,0.006,"{""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,,,"{""feature_quick_visit"":true,""service_delivery"":true}",0.646,2025-11-18,POINT (-99.03449832 19.5438245),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia Homeosol,healthcare,specialties,,homeopath,621399.0,8093.0,,,525617633307.0,Vía Adolfo López Mateos 17,,Colonia Faja de Oro,Ecatepec de Morelos,Estado de México,55130,mx,Mexico,19.5353,-99.0448,0.7657999999999999,open,0.301,,,0.003,"{""2023-08"":0.0,""2023-09"":0.0,""2023-10"":0.0,""2023-11"":0.0,""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,10:00,14:00,,,{},0.799,2025-11-18,POINT (-99.04483339 19.53530393),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacias 24 Horas,healthcare,specialties,,health_consultant,621399.0,8093.0,,,,Benito Juárez 129,,Colonia Granjas Valle de Guadalupe,Ecatepec de Morelos,Estado de México,55270,mx,Mexico,19.5085,-99.0603,0.7704196563039025,open,0.297,2024-04-02,,0.03,"{""2023-07"":0.0,""2023-08"":0.0,""2023-09"":0.0,""2023-10"":0.0,""2023-11"":0.0,""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0111,""2024-12"":0.0871,""2025-01"":0.0871,""2025-02"":0.042,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",0.36,"{""2024-04"":0.36,""2024-05"":0.36,""2024-06"":0.36,""2024-07"":0.36,""2024-08"":0.36,""2024-09"":0.36,""2024-10"":0.36,""2024-11"":0.36,""2024-12"":0.36,""2025-01"":0.36,""2025-02"":0.36,""2025-03"":0.36,""2025-04"":0.36,""2025-05"":0.36,""2025-06"":0.36,""2025-07"":0.36}",1.0,3.0,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,{},0.938,2025-11-18,POINT (-99.06034772 19.50854563),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia y Consultorio Saint Germain,retail,,,drugstore,456110.0,,,,525515482995.0,Valle de Tulum Mz 80 Lt15,,Colonia Alborada de Aragón,Ecatepec de Morelos,Estado de México,55210,mx,Mexico,19.5133,-99.0305,0.8098916206571142,open,0.303,2022-06-10,,0.766,"{""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0006,""2024-07"":0.005,""2024-08"":0.0194,""2024-09"":0.0226,""2024-10"":0.0111,""2024-11"":0.0012,""2024-12"":0.0,""2025-01"":0.005,""2025-02"":0.005,""2025-03"":0.005,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",0.8463999999999998,"{""2023-09"":1.0,""2023-10"":1.0,""2023-11"":1.0,""2023-12"":1.0,""2024-01"":1.0,""2024-02"":1.0,""2024-03"":1.0,""2024-04"":1.0,""2024-05"":1.0,""2024-06"":1.0,""2024-07"":1.0,""2024-08"":1.0,""2024-09"":1.0,""2024-10"":1.0,""2024-11"":1.0,""2024-12"":1.0,""2025-01"":0.8464,""2025-02"":0.8464,""2025-03"":0.8464,""2025-04"":0.8464,""2025-05"":0.8464,""2025-06"":0.8464,""2025-07"":0.8464}",9.0,4.6,https://farmacia-saint-germain.negocio.site/,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true,""service_in_store_shopping"":true}",0.988,2025-11-18,POINT (-99.03050475 19.51326702),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia,healthcare,specialties,,family_practice_physician,621111.0,8031.0,,,525540708578.0,Valle de Tulancingo 1,,"Colonia Nuevo Valle de Aragón, Arboledas de Aragón",Ecatepec de Morelos,Estado de México,55289,mx,Mexico,19.5041,-99.0362,0.7658941176470588,open,0.3,2024-05-04,,0.001,"{""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,19:00,22:00,19:00,22:00,19:00,22:00,19:00,22:00,19:00,22:00,19:00,22:00,,,"{""new_patients_accepted"":true}",0.457,2025-11-18,POINT (-99.03617912 19.50409265),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia Estrella,retail,,,drugstore,456110.0,,,,525585829252.0,"Av las torres sn esq, Felipe Carrillo fuentes",,"Manzana 018, Luis Donaldo Colosio",Coacalco de Berriozábal,Estado de México,55029,mx,Mexico,19.6386,-99.0666,0.8022973566341386,open,0.304,2017-12-22,,0.145,"{""2022-06"":0.1401,""2022-07"":0.1042,""2022-08"":0.042,""2022-09"":0.0088,""2022-10"":0.005,""2022-11"":0.0194,""2022-12"":0.0336,""2023-01"":0.042,""2023-02"":0.042,""2023-03"":0.042,""2023-04"":0.0298,""2023-05"":0.0111,""2023-06"":0.0012,""2023-07"":0.0,""2023-08"":0.0,""2023-09"":0.0,""2023-10"":0.0,""2023-11"":0.0,""2023-12"":0.0,""2024-01"":0.0006,""2024-02"":0.005,""2024-03"":0.0194,""2024-04"":0.0226,""2024-05"":0.0111,""2024-06"":0.0012,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0194,""2024-12"":0.0194,""2025-01"":0.0194,""2025-02"":0.0,""2025-03"":0.005,""2025-04"":0.005,""2025-05"":0.005,""2025-06"":0.0,""2025-07"":0.0194}",0.49,"{""2021-07"":0.7056,""2021-08"":0.6968,""2021-09"":0.6879,""2021-10"":0.6791,""2021-11"":0.6703,""2021-12"":0.6614,""2022-01"":0.6526,""2022-02"":0.6437,""2022-03"":0.6349,""2022-04"":0.6261,""2022-05"":0.6172,""2022-06"":0.6084,""2022-07"":0.6084,""2022-08"":0.6084,""2022-09"":0.6189,""2022-10"":0.6295,""2022-11"":0.64,""2022-12"":0.6481,""2023-01"":0.6562,""2023-02"":0.6643,""2023-03"":0.6724,""2023-04"":0.6724,""2023-05"":0.6724,""2023-06"":0.6724,""2023-07"":0.6724,""2023-08"":0.6724,""2023-09"":0.6724,""2023-10"":0.6511,""2023-11"":0.6297,""2023-12"":0.6084,""2024-01"":0.5689,""2024-02"":0.5295,""2024-03"":0.49,""2024-04"":0.49,""2024-05"":0.49,""2024-06"":0.49,""2024-07"":0.49,""2024-08"":0.49,""2024-09"":0.49,""2024-10"":0.49,""2024-11"":0.49,""2024-12"":0.49,""2025-01"":0.49,""2025-02"":0.49,""2025-03"":0.4096,""2025-04"":0.4096,""2025-05"":0.4096,""2025-06"":0.4096,""2025-07"":0.49}",11.0,3.5,,10:30,20:30,10:30,20:30,10:30,20:30,10:30,20:30,10:30,20:30,10:30,20:30,08:00,20:30,"{""feature_quick_visit"":true,""service_delivery"":true,""payment_type_debit_card"":true,""payment_type_credit_card"":true,""service_in_store_shopping"":true,""accommodation_wheelchair_accessible_parking"":false,""accommodation_wheelchair_accessible_entrance"":false}",0.97,2025-11-18,POINT (-99.06664044 19.63861642),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia Cristo rey,retail,,,store,455110.0,,,,,Francisco Villa 28,,Rincón de las Fuentes,Coacalco de Berriozábal,Estado de México,55010,mx,Mexico,19.6303,-99.0691,0.7001,open,0.0,,,,,,,,,,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,{},0.0,2025-11-18,POINT (-99.06909817 19.63034555),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia,convenience_and_grocery_stores,consumer_goods,,grocery_store,455110.0,,,,,Zafiro 358,,Vista Hermosa,Ecatepec de Morelos,Estado de México,55028,mx,Mexico,19.61,-99.0725,0.7657999999999999,open,0.299,,,0.001,"{""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true,""service_delivery"":true,""known_for_produce"":true,""service_same_day_delivery"":true}",0.3,2025-11-18,POINT (-99.07248825 19.60996761),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia y Abarrotes de Jesus,retail,,,drugstore,456110.0,,,,,Miguel de La Mora 3,,Ejidal Emiliano Zapata,Ecatepec de Morelos,Estado de México,55024,mx,Mexico,19.6113,-99.0608,0.7694058823529412,open,0.3,,,0.001,"{""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,08:30,21:30,08:30,20:30,08:30,21:15,08:30,21:30,08:30,20:30,08:30,21:00,08:30,21:30,"{""feature_quick_visit"":true,""service_delivery"":true}",0.682,2025-11-18,POINT (-99.0607618 19.6112701),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia Homeopática Naturista,healthcare,specialties,,homeopathic_pharmacy,621610.0,8082.0,,,525550870524.0,Av. Insurgentes 78,,"Tierra Blanca, Tierra Blanca Segunda Sección (Ejido Ecatepec)",Ecatepec de Morelos,Estado de México,55000,mx,Mexico,19.5989,-99.0505,0.7001999999999999,open,0.001,,,,,,,,,,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,,,"{""service_delivery"":true,""service_same_day_delivery"":true,""service_in_store_shopping"":true}",0.0,2025-11-18,POINT (-99.0504828 19.59894615),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,FARMACIA HERMANAS,healthcare,specialties,,doctor,621112.0,8031.0,,,,Calle Isabel la Católica Pte. 2El Calvario55020,,San Cristóbal Centro,Ecatepec de Morelos,Estado de México,,mx,Mexico,19.6026,-99.0526,0.7246117647058823,open,0.299,2024-08-30,,,,,,,,,,,,,,,,,,,,,,,"{""new_patients_accepted"":true}",0.3,2025-11-18,POINT (-99.05259625 19.60256224),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia Homeopática La Salud,healthcare,specialties,,homeopathic_pharmacy,621610.0,8082.0,,,525582329412.0,"Av Nacional esquina entre Av Cuauhtémoc y Francisco Sarabia, El Progreso de Guadalupe Victoria",,Guadalupe Victoria,Ecatepec de Morelos,Estado de México,55010,mx,Mexico,19.6194,-99.0663,0.7589427925895892,open,0.301,2023-06-03,,0.003,"{""2023-09"":0.0,""2023-10"":0.0,""2023-11"":0.0,""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",0.36,"{""2023-07"":0.36,""2023-08"":0.36,""2023-09"":0.36,""2023-10"":0.36,""2023-11"":0.36,""2023-12"":0.36,""2024-01"":0.36,""2024-02"":0.36,""2024-03"":0.36,""2024-04"":0.36,""2024-05"":0.36,""2024-06"":0.36,""2024-07"":0.36,""2024-08"":0.36,""2024-09"":0.36,""2024-10"":0.36,""2024-11"":0.36,""2024-12"":0.36,""2025-01"":0.36,""2025-02"":0.36,""2025-03"":0.36,""2025-04"":0.36,""2025-05"":0.36,""2025-06"":0.36,""2025-07"":0.36}",1.0,3.0,,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,16:00,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.587,2025-11-18,POINT (-99.06629109 19.61938775),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Saludent Clinica Dental Y Farmacia,healthcare,specialties,,dentist,621210.0,8021.0,,,,MZ 003,,"Manzana 003, Los Bordos",Ecatepec de Morelos,Estado de México,,mx,Mexico,19.5634,-99.0858,0.7238588235294118,open,0.292,2024-08-30,,0.001,"{""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,,,,,,,,,,,,,,,"{""new_patients_accepted"":true}",0.3,2025-11-18,POINT (-99.08579824 19.56342763),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia Esperanza,retail,,,drugstore,456110.0,,,,525523247261.0,Fuego 18,,"Manzana 020, Guadalupe Coatzochico, Tulpetlac",Ecatepec de Morelos,Estado de México,55417,mx,Mexico,19.5727,-99.0532,0.7657999999999999,open,0.301,,,0.01,"{""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,08:30,21:30,08:30,21:30,08:30,21:30,08:30,21:30,08:30,21:30,08:30,21:30,08:30,21:30,"{""service_delivery"":true,""service_same_day_delivery"":true}",0.898,2025-11-18,POINT (-99.05315721 19.57265055),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
15,33,Ecatepec de Morelos,Farmacia 24 Horas Texalpa,healthcare,specialties,,doctor,621112.0,8031.0,,,,"55400, Río Pánuco 32",,Colonia Progreso Chico,Ecatepec de Morelos,Estado de México,55418,mx,Mexico,19.5687,-99.0571,0.8308915095060521,open,0.3,2020-12-01,,0.118,"{""2024-08"":0.042,""2024-09"":0.0194,""2024-10"":0.005,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.005,""2025-04"":0.0709,""2025-05"":0.0709,""2025-06"":0.0709}",0.4096000000000001,"{""2024-05"":0.3844,""2024-06"":0.4015,""2024-07"":0.4185,""2024-08"":0.4356,""2024-09"":0.4356,""2024-10"":0.4356,""2024-11"":0.4356,""2024-12"":0.4356,""2025-01"":0.4356,""2025-02"":0.4356,""2025-03"":0.3844,""2025-04"":0.3844,""2025-05"":0.3844,""2025-06"":0.4096}",14.0,3.2,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,"{""feature_restroom"":false,""accommodation_wheelchair_accessible_parking"":false,""accommodation_wheelchair_accessible_entrance"":false}",0.972,2025-11-18,POINT (-99.05708566 19.56871764),,mislabeled_pharmacy,Valid pharmacy mislabeled in another category
